time,ion_current_M44,potential,current1,current1_muA,ion_current_M44_sBG_sub,ion_current_M44_sBG_ALS,ion_current_M44_sBG_ALS_sub,ion_current_M44_ALS,ion_current_M44_UVS,ion_current_M44_UVS_sub,ion_current_M44_UVS_ALS,ion_current_M44_UVS_ALS_sub,ion_current_M44_MF,ion_current_M44_MF_sub
360.0,2.9210989010988998e-09,1.096826,0.0002354,235.4000000000001,-1.378681318681312e-09,-1.336959458445502e-09,-4.172186023580991e-11,7.092019008575547e-10,1.0105072769791647e-09,1.910591624119735e-09,-5.540674357437464e-10,2.9210989010988998e-09,2.93e-09,-8.901098901100254e-12
360.05,2.92e-09,1.0963585,0.0002351124999999,235.1124999999999,-1.379780219780212e-09,-1.3366789227742986e-09,-4.3101297005913467e-11,7.09288482808888e-10,1.0105333471029575e-09,1.9094666528970423e-09,-5.540871969211569e-10,2.92e-09,2.93e-09,-1.0000000000000172e-11
360.1,2.92e-09,1.0958599999999998,0.0002346731999999,234.67319999999955,-1.379780219780212e-09,-1.3364196877880019e-09,-4.336053199221015e-11,7.093744597169045e-10,1.0105594172267504e-09,1.909440582773249e-09,-5.54106976935398e-10,2.92e-09,2.93e-09,-1.0000000000000172e-11
360.15000000000003,2.9145555555555503e-09,1.0953149999999998,0.0002340061999999,234.00619999999955,-1.3852246642246614e-09,-1.336181664485849e-09,-4.904299973881255e-11,7.094598310891376e-10,1.0105854873505435e-09,1.903970068205006e-09,-5.541267758025523e-10,2.9145555555555503e-09,2.93e-09,-1.5444444444449733e-11
360.20000000000005,2.911978021978037e-09,1.0948261999999995,0.0002335747999999,233.57479999999995,-1.3878021978021743e-09,-1.3359647643006807e-09,-5.183743350149361e-11,7.095445964331211e-10,1.0106115574743364e-09,1.901366464503701e-09,-5.541465935386775e-10,2.911978021978037e-09,2.93e-09,-1.8021978021962625e-11
360.25,2.922967032967037e-09,1.0944216999999998,0.0002334967999999,233.49679999999995,-1.3768131868131743e-09,-1.3357688991557674e-09,-4.104428765740711e-11,7.096287552563894e-10,1.010637627598129e-09,1.9123294053689084e-09,-5.541664301598077e-10,2.922967032967037e-09,2.93e-09,-7.032967032962618e-12
360.3,2.927999999999997e-09,1.0939607999999996,0.0002333693999999,233.36939999999984,-1.3717802197802143e-09,-1.3355939814927511e-09,-3.618623828746364e-11,7.097123070664765e-10,1.010663697721922e-09,1.917336302278075e-09,-5.541862856819518e-10,2.927999999999997e-09,2.93e-09,-2.0000000000026814e-12
360.35,2.9224444444444427e-09,1.0934152999999998,0.0002331678999999,233.16789999999983,-1.3773357753357692e-09,-1.3354399241637163e-09,-4.189585117205284e-11,7.097952513709175e-10,1.0106897678457152e-09,1.9117546765987275e-09,-5.542061601210955e-10,2.9224444444444427e-09,2.93e-09,-7.555555555557322e-12
360.4,2.9138461538461502e-09,1.0928699999999998,0.0002329561999999,232.95619999999985,-1.385934065934062e-09,-1.335306640382609e-09,-5.0627425551452845e-11,7.098775876772467e-10,1.0107158379695083e-09,1.903130315876641e-09,-5.542260534931993e-10,2.9138461538461502e-09,2.93e-09,-1.6153846153850218e-11
360.4500000000001,2.902857142857137e-09,1.0923249999999998,0.0002327291999999,232.72919999999985,-1.3969230769230743e-09,-1.335194043782332e-09,-6.172903314074251e-11,7.099593154929998e-10,1.0107419080933011e-09,1.892115234763836e-09,-5.542459658141997e-10,2.902857142857137e-09,2.93e-09,-2.7142857142862636e-11
