time,ion_current_M44,potential,current1,current1_muA,ion_current_M44_sBG_sub,ion_current_M44_sBG_ALS,ion_current_M44_sBG_ALS_sub,ion_current_M44_ALS,ion_current_M44_UVS,ion_current_M44_UVS_sub,ion_current_M44_UVS_ALS,ion_current_M44_UVS_ALS_sub,ion_current_M44_MF,ion_current_M44_MF_sub
24.0,4.465384615384616e-10,-0.0149890237550632,-5.583882082312343e-08,-0.0558388208231233,-3.8532417582417505e-09,-3.854266006859479e-09,1.0242486177288492e-12,4.0825371172139077e-10,8.353160450907104e-10,-3.887775835522489e-10,-4.079518052867338e-10,4.465384615384616e-10,4.48e-10,-1.4615384615384605e-12
24.05,4.4543956043956044e-10,-0.0144827878196729,-5.2563329499424835e-08,-0.0525633294994248,-3.854340659340651e-09,-3.854262972601096e-09,-7.768673955523443e-14,4.081841051143543e-10,8.353421152145033e-10,-3.8990255477494295e-10,-4.07961577083137e-10,4.4543956043956044e-10,4.48e-10,-2.5604395604395675e-12
24.1,4.45989010989011e-10,-0.0140234044319999,-5.248282000000016e-08,-0.0524828200000001,-3.853791208791201e-09,-3.854259915161908e-09,4.687063707073656e-13,4.081145927948812e-10,8.353681853382964e-10,-3.8937917434928524e-10,-4.079713488717183e-10,4.45989010989011e-10,4.48e-10,-2.010989010988988e-12
24.15,4.476373626373626e-10,-0.0136341244319999,-5.7182820000000164e-08,-0.0571828200000001,-3.852142857142849e-09,-3.854256834460615e-09,2.1139773177660025e-12,4.080451750914556e-10,8.353942554620892e-10,-3.877568928247267e-10,-4.0798112065245065e-10,4.476373626373626e-10,4.48e-10,-3.626373626373535e-13
24.200000000000003,4.4714285714285705e-10,-0.0131511981729999,-4.9546342999998735e-08,-0.0495463429999987,-3.852637362637354e-09,-3.854253730411227e-09,1.6163677738729257e-12,4.079758523325616e-10,8.354203255858821e-10,-3.8827746844302505e-10,-4.0799089242530745e-10,4.4714285714285705e-10,4.48e-10,-8.57142857142906e-13
24.25,4.46043956043956e-10,-0.0125281531729999,-2.3451342999999665e-08,-0.0234513429999996,-3.853736263736256e-09,-3.85425060292776e-09,5.143391915040836e-13,4.0790662484668337e-10,8.354463957096751e-10,-3.8940243966571903e-10,-4.080006641902617e-10,4.46043956043956e-10,4.48e-10,-1.956043956043961e-12
24.3,4.5021978021978026e-10,-0.0119675076319999,-2.2810467000001278e-08,-0.0228104670000012,-3.849560439560432e-09,-3.8542474519080604e-09,4.687012347628772e-12,4.0783749296230536e-10,8.35472465833468e-10,-3.8525268561368784e-10,-4.080104359472864e-10,4.5021978021978026e-10,4.48e-10,2.219780219780308e-12
24.35,4.533846153846152e-10,-0.0115002276319999,-6.025546700000129e-08,-0.0602554670000012,-3.846395604395597e-09,-3.8542442772448315e-09,7.848672849234579e-12,4.077684570079118e-10,8.35498535957261e-10,-3.821139205726458e-10,-4.080202076963545e-10,4.533846153846152e-10,4.48e-10,5.384615384615223e-12
24.4,4.4898901098901085e-10,-0.0110017028349999,-6.62890203999986e-08,-0.0662890203999986,-3.850791208791201e-09,-3.8542410788307765e-09,3.4498700395756948e-12,4.076995173119872e-10,8.355246060810538e-10,-3.8653559509204304e-10,-4.0802997943743917e-10,4.4898901098901085e-10,4.48e-10,9.890109890108464e-13
24.450000000000003,4.4652747252747255e-10,-0.0104564278349999,-2.5323020399998605e-08,-0.0253230203999986,-3.853252747252739e-09,-3.854237856558601e-09,9.851093058618209e-13,4.076306742030159e-10,8.355506762048468e-10,-3.8902320367737416e-10,-4.080397511705135e-10,4.4652747252747255e-10,4.48e-10,-1.4725274725274038e-12
