time,ion_current_M44,potential,current1,current1_muA,ion_current_M44_sBG_sub,ion_current_M44_sBG_ALS,ion_current_M44_sBG_ALS_sub,ion_current_M44_ALS,ion_current_M44_UVS,ion_current_M44_UVS_sub,ion_current_M44_UVS_ALS,ion_current_M44_UVS_ALS_sub,ion_current_M44_MF,ion_current_M44_MF_sub
472.0,4.44692307692308e-10,-0.014864932,-6.075999999999257e-08,-0.0607599999999925,-3.855087912087904e-09,-3.858544199095622e-09,3.4562870077181015e-12,4.21108046644115e-10,1.068904354275316e-09,-6.242120465830082e-10,-9.54831002588805e-10,4.44692307692308e-10,4.437333333333327e-10,9.589743589752974e-13
472.05,4.4656043956043747e-10,-0.0146312869999999,-9.341000000001113e-08,-0.0934100000000111,-3.853219780219774e-09,-3.858542377778612e-09,5.322597558837956e-12,4.211677876534331e-10,1.068930424399109e-09,-6.223699848386715e-10,-9.55295879047237e-10,4.4656043956043747e-10,4.437222222222226e-10,2.838217338214932e-12
472.1,4.4381318681318436e-10,-0.0143041879999996,-2.026000000001528e-07,-0.2026000000001528,-3.855967032967028e-09,-3.8585405585273495e-09,2.573525560320783e-12,4.212275987790456e-10,1.0689564945229019e-09,-6.251433077097175e-10,-9.55760610640931e-10,4.4381318681318436e-10,4.437222222222226e-10,9.096459096182809e-14
472.15,4.4256043956044125e-10,-0.0138369079999996,-4.266000000001528e-07,-0.4266000000001528,-3.8572197802197714e-09,-3.858538741346994e-09,1.3189611272239097e-12,4.212874796945466e-10,1.0689825646466947e-09,-6.264221250862535e-10,-9.562251962796138e-10,4.4256043956044125e-10,4.437032967032962e-10,-1.1428571428550193e-12
472.2000000000001,4.442087912087932e-10,-0.0133072779999994,-4.62919999999777e-07,-0.462919999999777,-3.855571428571419e-09,-3.858536926242715e-09,2.965497671296173e-12,4.2134743007353075e-10,1.0690086347704876e-09,-6.247998435616945e-10,-9.566896348730086e-10,4.442087912087932e-10,4.4370329670329374e-10,5.054945054994072e-13
472.25,4.4642857142857185e-10,-0.0126841229999997,-2.1771999999991643e-07,-0.2177199999999163,-3.85335164835164e-09,-3.8585351132064835e-09,5.183464854842422e-12,4.2140744958959244e-10,1.0690347048942807e-09,-6.226061334657087e-10,-9.571539253308362e-10,4.4642857142857185e-10,4.4370329670329374e-10,2.725274725278164e-12
472.3,4.49175824175825e-10,-0.0121388929999997,-6.985999999999873e-08,-0.0698599999999987,-3.850604395604387e-09,-3.858533302230276e-09,7.928906625889229e-12,4.2146753791632624e-10,1.0690607750180736e-09,-6.198849508422485e-10,-9.576180665628147e-10,4.49175824175825e-10,4.4370329670329374e-10,5.4725274725312674e-12
472.35,4.488461538461531e-10,-0.0117105504999997,-6.800999999999874e-08,-0.0680099999999987,-3.850934065934058e-09,-3.858531493306074e-09,7.59742737201595e-12,4.215276947273268e-10,1.0690868451418664e-09,-6.202406912957135e-10,-9.580820574786583e-10,4.488461538461531e-10,4.4370329670329374e-10,5.1428571428594e-12
472.4,4.4719780219780125e-10,-0.0112822079999997,-6.615999999999873e-08,-0.0661599999999986,-3.85258241758241e-09,-3.8585296864258626e-09,5.947268843452201e-12,4.215879196961885e-10,1.0691129152656595e-09,-6.219151130678581e-10,-9.585458969880808e-10,4.4719780219780125e-10,4.4370329670329374e-10,3.4945054945075066e-12
472.4500000000001,4.46022222222221e-10,-0.0108538654999997,-6.430999999999874e-08,-0.0643099999999986,-3.853757997557991e-09,-3.858527881581625e-09,4.769884023634448e-12,4.2164821249650587e-10,1.0691389853894524e-09,-6.231167631672312e-10,-9.590095840007916e-10,4.46022222222221e-10,4.4369230769230935e-10,2.3299145299117224e-12
472.5,4.4508791208791244e-10,-0.0103164932000001,-6.312000000000005e-08,-0.0631199999999999,-3.854692307692299e-09,-3.858526078765346e-09,3.833771073046834e-12,4.2170857280187365e-10,1.069165055513245e-09,-6.240771434253326e-10,-9.594731174264976e-10,4.4508791208791244e-10,4.4369230769230247e-10,1.3956043956099705e-12
472.55,4.4618681318681375e-10,-0.0096155761999997,-6.291999999999993e-08,-0.0629199999999998,-3.853593406593398e-09,-3.858524277969012e-09,4.930871375613612e-12,4.2176900028588636e-10,1.0691911256370383e-09,-6.230043124502246e-10,-9.599364961749039e-10,4.4618681318681375e-10,4.4369230769230935e-10,2.4945054945044078e-12
472.6,4.46714285714285e-10,-0.0090237132999996,-6.371000000000182e-08,-0.0637100000000018,-3.8530659340659266e-09,-3.858522479184612e-09,5.4565451186854395e-12,4.218294946221387e-10,1.0692171957608312e-09,-6.225029100465462e-10,-9.60399719155711e-10,4.46714285714285e-10,4.4369230769230935e-10,3.0219780219756533e-12
472.65,4.4561538461538374e-10,-0.0085954315499995,-6.598500000000248e-08,-0.0659850000000024,-3.854164835164828e-09,-3.8585206824041365e-09,4.3558472393083775e-12,4.2189005548422545e-10,1.069243265884624e-09,-6.236278812692402e-10,-9.608627852786174e-10,4.4561538461538374e-10,4.4369230769230935e-10,1.923076923074443e-12
472.7000000000001,4.457252747252762e-10,-0.0081671497999994,-6.82600000000031e-08,-0.0682600000000031,-3.854054945054936e-09,-3.858518887619576e-09,4.463942564639965e-12,4.2195068254574145e-10,1.069269336008417e-09,-6.235440612831407e-10,-9.61325693453319e-10,4.457252747252762e-10,4.4369230769230935e-10,2.0329670329669265e-12
472.75,4.473736263736263e-10,-0.0077388680499997,-7.053500000000118e-08,-0.0705350000000011,-3.8524065934065864e-09,-3.858517094822922e-09,6.110501416336537e-12,4.2201137548028164e-10,1.0692954061322098e-09,-6.219217797585834e-10,-9.61788442589509e-10,4.473736263736263e-10,4.4370329670329374e-10,3.670329670332513e-12
472.8,4.45274725274725e-10,-0.0072638353999996,-7.204000000000024e-08,-0.0720400000000002,-3.854505494505487e-09,-3.8585153040061716e-09,4.009809500684884e-12,4.2207213396144126e-10,1.0693214762560027e-09,-6.240467509812779e-10,-9.62251031596877e-10,4.45274725274725e-10,4.437032967032962e-10,1.5714285714287209e-12
472.85,4.4087912087912005e-10,-0.0067186763999996,-7.239000000000024e-08,-0.0723900000000002,-3.858901098901092e-09,-3.858513515161322e-09,-3.875837397702065e-13,4.2213295766281506e-10,1.0693475463797955e-09,-6.284684255006757e-10,-9.627134593851103e-10,4.4087912087912005e-10,4.437222222222226e-10,-2.843101343102589e-12
472.9,4.373626373626362e-10,-0.0062357975999997,-6.517999999998735e-08,-0.0651799999999873,-3.8624175824175755e-09,-3.8585117282803744e-09,-3.905854137201902e-12,4.221938462579983e-10,1.0693736165035884e-09,-6.320109791409524e-10,-9.631757248638927e-10,4.373626373626362e-10,4.437333333333327e-10,-6.370695970696391e-12
472.9500000000001,4.3406593406593247e-10,-0.0058463390999997,-4.6629999999987355e-08,-0.0466299999999873,-3.865714285714279e-09,-3.8585099433592e-09,-7.2043423550796056e-12,4.2225479942058557e-10,1.0693996866273815e-09,-6.353337525614491e-10,-9.636378269429051e-10,4.3406593406593247e-10,4.437333333333327e-10,-9.667399267400126e-12
473.0,4.388999999999992e-10,-0.0053946056000001,-3.3310000000001865e-08,-0.0333100000000018,-3.8608802197802125e-09,-3.858508160432731e-09,-2.3720593474826458e-12,4.2231581682417196e-10,1.0694257567511746e-09,-6.305257567511754e-10,-9.640997645318266e-10,4.388999999999992e-10,4.437333333333327e-10,-4.833333333333472e-12
473.05,4.434945054945063e-10,-0.0048494596,-2.7835000000000312e-08,-0.0278350000000003,-3.856285714285705e-09,-3.858506379607935e-09,2.220665322229432e-12,4.2237689814235246e-10,1.0694518268749672e-09,-6.259573213804612e-10,-9.64561536540333e-10,4.434945054945063e-10,4.437222222222226e-10,-2.2771672771633985e-13
473.1,4.4624175824175935e-10,-0.0043043135999998,-2.235999999999876e-08,-0.0223599999999987,-3.8535384615384534e-09,-3.8585046010155024e-09,4.966139477049804e-12,4.2243804304872216e-10,1.0694778969987603e-09,-6.23236138757001e-10,-9.650231418780972e-10,4.4624175824175935e-10,4.437032967032962e-10,2.5384615384631284e-12
473.15,4.4740659340659246e-10,-0.0037591675999997,-1.68849999999972e-08,-0.0168849999999972,-3.852373626373619e-09,-3.858502824763914e-09,6.12919839029496e-12,4.2249925121687575e-10,1.0695039671225534e-09,-6.220973737159609e-10,-9.654845794547891e-10,4.4740659340659246e-10,4.4370329670329374e-10,3.7032967032987736e-12
