E,I,I2
0.12604,0.00031,0.04303
0.12634,0,0.04028
0.12573,-0.00061,0.04059
0.12573,-0.00092,0.04242
0.12451,-0.00031,0.04181
0.12421,-0.00031,0.03967
0.1239,0,0.04059
0.12329,-0.00061,0.04089
0.12238,0,0.04486
0.12177,-0.00122,0.04089
0.12146,0.00061,0.04028
0.12085,-0.00092,0.03967
0.12054,-0.00183,0.04211
0.11963,0,0.04456
0.11963,-0.00061,0.0412
0.11871,-0.00153,0.04059
0.11932,0,0.0412
0.11749,-0.00122,0.04028
0.11749,-0.00122,0.04303
0.11749,-0.00061,0.03998
0.11688,0,0.03998
0.11658,-0.00061,0.03967
0.11566,-0.00031,0.04211
0.11505,-0.00153,0.04028
0.11444,-0.00061,0.04059
0.11414,-0.00092,0.03937
0.11353,0,0.03876
0.11322,-0.00153,0.03967
0.11292,-0.00092,0.04028
0.112,-0.00122,0.03967
0.11169,0.00031,0.03937
0.10834,-0.00122,0.03967
0.10803,-0.00031,0.03967
0.10742,-0.00153,0.03967
0.10712,-0.00153,0.03845
0.10681,-0.00153,0.03815
0.10559,-0.00092,0.03937
0.1059,-0.00061,0.0412
0.10559,0,0.03876
0.10406,-0.00092,0.03815
0.10406,-0.00061,0.03906
0.10376,-0.00122,0.03937
0.10284,0.00061,0.03937
0.10284,-0.00031,0.04028
0.10223,-0.00061,0.03906
0.10162,-0.00092,0.03876
0.1004,-0.00061,0.03693
0.10101,-0.00061,0.03967
0.09979,-0.00122,0.04028
0.09979,-0.00122,0.03845
0.09888,0,0.03937
0.09949,-0.00122,0.03845
0.09766,0.00061,0.03906
0.09796,0,0.03937
0.09705,-0.00031,0.03876
0.09644,-0.00153,0.03845
0.09552,-0.00031,0.03723
0.09552,-0.00153,0.03906
0.09491,0.00122,0.04089
0.0946,0,0.03906
0.0943,-0.00092,0.04059
0.09338,-0.00122,0.03784
0.09308,0,0.03845
0.09277,-0.00061,0.04059
0.09155,-0.00031,0.03906
0.09186,-0.00122,0.03906
0.09094,0,0.03937
0.09064,-0.00153,0.03784
0.08972,0.00031,0.03998
0.08942,-0.00153,0.03937
0.08911,-0.00031,0.03967
0.08911,-0.00061,0.03937
0.0882,0,0.03967
0.08667,-0.00092,0.03876
0.08698,-0.00061,0.03967
0.08698,-0.00122,0.03937
0.08575,0,0.03967
0.08545,-0.00061,0.03876
0.08484,-0.00092,0.03998
0.08423,-0.00061,0.04028
0.08392,-0.00031,0.03906
0.08362,-0.00061,0.03845
0.08301,-0.00092,0.03845
0.0824,-0.00153,0.03815
0.08179,-0.00214,0.0415
0.08148,-0.00061,0.03784
0.08057,-0.00061,0.03723
0.08118,-0.00031,0.03876
0.07965,-0.00092,0.03876
0.07935,-0.00122,0.03998
0.07904,-0.00061,0.03876
0.07904,-0.00031,0.03754
0.07751,-0.00122,0.03876
0.07751,-0.00061,0.03693
0.07721,-0.00061,0.03876
0.07629,0,0.04089
0.07568,-0.00092,0.03906
0.07568,-0.00061,0.03815
0.07507,-0.00153,0.03906
0.07446,-0.00061,0.03906
0.07324,-0.00153,0.04028
0.07355,-0.00061,0.04059
0.07324,-0.00122,0.03906
0.07263,-0.00061,0.03937
0.07202,-0.00153,0.03937
0.07172,0,0.03876
0.07111,-0.00153,0.03906
0.07111,0,0.03906
0.0708,-0.00092,0.03876
0.06927,0,0.03937
0.06927,-0.00061,0.03998
0.06897,-0.00092,0.03815
0.06744,-0.00092,0.03815
0.06714,-0.00061,0.03845
0.06775,-0.00031,0.03754
0.06622,-0.00061,0.03937
0.06531,-0.00061,0.03937
0.06592,0,0.03967
0.06531,-0.00122,0.03876
0.06409,0,0.03815
0.06409,-0.00122,0.03754
0.06409,0.00031,0.03937
0.06348,-0.00061,0.03784
0.06287,-0.00061,0.03815
0.06256,-0.00061,0.03723
0.06165,-0.00031,0.03906
0.06073,-0.00061,0.03937
0.06073,0.00031,0.0415
0.06012,-0.00061,0.03784
0.0589,-0.00061,0.03906
0.0592,-0.00122,0.03723
0.05798,0.00031,0.03967
0.05829,-0.00061,0.03845
0.05737,0.00031,0.03876
0.05615,-0.00092,0.03784
0.05615,-0.00092,0.03845
0.05646,-0.00061,0.03754
0.05615,-0.00092,0.04028
0.05524,-0.00122,0.03784
0.05493,0,0.03998
0.05371,-0.00061,0.03754
0.0531,-0.00061,0.03754
0.0528,-0.00061,0.04211
0.05219,-0.00153,0.03906
0.05127,0,0.03906
0.05219,-0.00092,0.03754
0.05035,-0.00122,0.03815
0.05035,-0.00061,0.04089
0.05005,-0.00061,0.03906
0.05005,-0.00061,0.03967
0.04883,0.00031,0.03906
0.04822,0,0.03906
0.04883,0.00031,0.03937
0.0473,-0.00061,0.03967
0.04761,-0.00061,0.03937
0.0473,-0.00031,0.03876
0.04547,0,0.03937
0.04547,-0.00092,0.03723
0.04517,-0.00153,0.03815
0.04486,-0.00061,0.04059
0.04395,-0.00061,0.03784
0.04395,-0.00122,0.03967
0.04395,-0.00061,0.03815
0.04211,-0.00031,0.03906
0.04181,-0.00092,0.04059
0.04211,-0.00092,0.03937
0.04181,0.00061,0.03967
0.04089,-0.00061,0.03937
0.0412,-0.00031,0.03723
0.03967,-0.00214,0.03906
0.03937,-0.00092,0.03967
0.03937,-0.00031,0.03723
0.03693,-0.00061,0.03723
0.03754,-0.00092,0.03754
0.03693,-0.00092,0.03876
0.03662,-0.00122,0.03967
0.03632,0,0.03937
0.03571,-0.00092,0.03754
0.0351,-0.00031,0.03845
0.03387,-0.00092,0.03784
0.03448,0,0.04089
0.03357,-0.00031,0.03906
0.03265,0,0.03967
0.03296,-0.00092,0.03967
0.03235,-0.00092,0.03906
0.03204,-0.00061,0.03876
0.03082,0.00031,0.03937
0.03113,-0.00061,0.03967
0.03021,0.00031,0.03845
0.0293,-0.00153,0.03815
0.02899,-0.00092,0.03845
0.02838,-0.00092,0.03967
0.02777,-0.00031,0.03906
0.02838,-0.00092,0.03815
0.02655,-0.00061,0.03967
0.02625,-0.00031,0.03906
0.02625,-0.00092,0.04059
0.02563,-0.00122,0.03845
0.02411,0,0.03937
0.02441,-0.00061,0.03876
0.0235,-0.00092,0.03815
0.02319,-0.00122,0.03906
0.02319,-0.00061,0.03815
0.02228,-0.00031,0.03693
0.02197,-0.00092,0.03845
0.02167,-0.00031,0.03723
0.02106,-0.00031,0.03906
0.02075,-0.00031,0.03845
0.02014,-0.00031,0.03876
0.01984,-0.00061,0.03845
0.01953,-0.00031,0.03723
0.01892,-0.00061,0.03876
0.01801,-0.00031,0.03998
0.0177,0,0.03754
0.0174,-0.00122,0.03998
0.0174,0.00061,0.03967
0.01648,-0.00092,0.03815
0.01526,0.00031,0.03967
0.01526,-0.00122,0.03906
0.01495,-0.00061,0.03754
0.01404,-0.00092,0.03632
0.01282,0,0.03754
0.01221,-0.00244,0.03937
0.0119,0,0.03998
0.01007,0.00061,0.03967
0.00916,-0.00122,0.03845
0.00824,0,0.03998
0.00793,-0.00214,0.03906
0.00732,-0.00061,0.03906
0.00702,-0.00122,0.03998
0.00641,-0.00031,0.03937
0.0061,-0.00244,0.03906
0.00549,-0.00061,0.04059
0.00549,-0.00153,0.03815
0.00397,0,0.03906
0.00427,-0.00122,0.03784
0.00397,-0.00031,0.04028
0.00305,-0.00122,0.03937
0.00305,0.00031,0.04059
0.00244,-0.00031,0.03723
0.00153,-0.00061,0.03815
0.00061,-0.00092,0.03845
0,-0.00061,0.04059
0,-0.00122,0.03845
-0.00061,-0.00061,0.03937
-0.00092,-0.00153,0.03754
-0.00153,-0.00031,0.03815
-0.00275,-0.00153,0.03845
-0.00275,-0.00092,0.03784
-0.00275,-0.00061,0.03815
-0.00336,-0.00092,0.03876
-0.00397,-0.00092,0.03632
-0.00427,-0.00061,0.03815
-0.00549,-0.00061,0.03845
-0.00549,-0.00122,0.03876
-0.00641,-0.00092,0.03754
-0.00732,-0.00122,0.03632
-0.00732,-0.00122,0.03723
-0.00824,-0.00061,0.03815
-0.00824,-0.00122,0.03784
-0.00885,-0.00183,0.03967
-0.00946,0.00031,0.03815
-0.01007,0,0.03815
-0.01007,-0.00153,0.03998
-0.01038,-0.00183,0.03937
-0.01038,-0.00122,0.03693
-0.0116,-0.00122,0.03906
-0.01129,0,0.03876
-0.01251,-0.00153,0.03937
-0.01251,-0.00092,0.03845
-0.01373,-0.00061,0.03998
-0.01404,0.00031,0.03754
-0.01495,-0.00122,0.03815
-0.01526,-0.00061,0.03906
-0.01526,-0.00183,0.03845
-0.01587,0,0.03815
-0.01648,-0.00153,0.03784
-0.0174,0,0.03937
-0.0177,0.00031,0.03998
-0.01801,-0.00092,0.03967
-0.01801,-0.00183,0.03815
-0.01892,0,0.03815
-0.01862,-0.00122,0.03723
-0.01984,-0.00031,0.03784
-0.02014,-0.00122,0.03815
-0.02075,0,0.03937
-0.02167,-0.00153,0.03723
-0.02167,-0.00031,0.03754
-0.02289,-0.00122,0.03815
-0.0235,-0.00092,0.03937
-0.0235,-0.00092,0.03815
-0.02441,-0.00092,0.03723
-0.02472,-0.00122,0.03845
-0.02533,-0.00061,0.03937
-0.02563,-0.00183,0.04059
-0.02502,-0.00092,0.03937
-0.02594,-0.00031,0.03815
-0.02716,0,0.03967
-0.02747,-0.00214,0.03815
-0.02838,-0.00153,0.04059
-0.02869,-0.00092,0.03754
-0.02899,0.00031,0.04059
-0.0296,-0.00183,0.03906
-0.03021,-0.00092,0.03815
-0.03052,-0.00092,0.03815
-0.02991,-0.00092,0.0412
-0.03174,-0.00092,0.03906
-0.03204,0,0.03998
-0.03296,-0.00092,0.03784
-0.03357,0,0.0412
-0.03326,-0.00092,0.03998
-0.03418,-0.00031,0.04059
-0.03479,-0.00183,0.03876
-0.03479,-0.00092,0.03876
-0.03571,-0.00061,0.03754
-0.03632,-0.00031,0.04028
-0.03632,-0.00122,0.03815
-0.03754,-0.00092,0.03876
-0.03784,-0.00061,0.03754
-0.03815,-0.00061,0.03723
-0.03815,0.00031,0.03845
-0.03906,-0.00122,0.03998
-0.03937,-0.00092,0.03784
-0.04028,-0.00122,0.03723
-0.04028,-0.00061,0.03723
-0.04089,-0.00061,0.03784
-0.0412,-0.00092,0.03937
-0.04211,-0.00183,0.03815
-0.04303,-0.00031,0.03876
-0.04333,0,0.03815
-0.04333,-0.00031,0.03784
-0.04395,-0.00122,0.03784
-0.04456,-0.00122,0.03784
-0.04486,-0.00061,0.03876
-0.04547,0.00031,0.03784
-0.04669,-0.00092,0.03937
-0.047,-0.00183,0.03876
-0.0473,-0.00122,0.03998
-0.0473,-0.00061,0.03784
-0.04822,-0.00092,0.03967
-0.04791,-0.00061,0.03784
-0.04913,-0.00122,0.03906
-0.04913,-0.00092,0.0412
-0.05035,-0.00061,0.03876
-0.05066,-0.00061,0.03876
-0.05127,-0.00122,0.03845
-0.05127,-0.00061,0.03784
-0.05219,-0.00153,0.03906
-0.05219,-0.00031,0.03937
-0.05249,-0.00061,0.03937
-0.05341,-0.00061,0.03845
-0.05432,-0.00092,0.03723
-0.05524,0,0.04059
-0.05524,-0.00092,0.03906
-0.05554,-0.00092,0.04028
-0.05615,-0.00122,0.03693
-0.05615,-0.00061,0.03937
-0.05707,-0.00153,0.03876
-0.05859,0,0.0412
-0.05798,-0.00092,0.03845
-0.05859,-0.00031,0.04028
-0.0592,-0.00092,0.03815
-0.05951,-0.00061,0.03815
-0.06012,-0.00092,0.03937
-0.06073,-0.00061,0.03967
-0.06104,-0.00092,0.03784
-0.06134,-0.00092,0.03815
-0.06195,-0.00092,0.03662
-0.06256,-0.00031,0.03815
-0.06287,-0.00153,0.04059
-0.06348,0.00031,0.03876
-0.06378,-0.00061,0.03845
-0.0647,-0.00092,0.03845
-0.065,-0.00092,0.03845
-0.06622,0,0.0412
-0.06622,0,0.03937
-0.06622,-0.00092,0.04028
-0.06714,0.00061,0.03754
-0.06744,-0.00214,0.03845
-0.06805,-0.00092,0.03906
-0.06866,-0.00122,0.03906
-0.06927,-0.00183,0.03693
-0.06927,-0.00122,0.03723
-0.07019,-0.00031,0.03632
-0.0705,-0.00092,0.03998
-0.07141,-0.00031,0.03784
-0.07141,-0.00092,0.03693
-0.07263,0,0.03815
-0.07233,-0.00061,0.03815
-0.07324,-0.00092,0.03845
-0.07324,-0.00092,0.03906
-0.07355,0,0.03937
-0.07416,-0.00153,0.03998
-0.07446,-0.00092,0.03845
-0.07538,-0.00122,0.03998
-0.07599,-0.00031,0.03937
-0.0769,-0.00122,0.03845
-0.0769,0,0.03845
-0.07751,-0.00092,0.03784
-0.07813,0,0.03784
-0.07874,-0.00153,0.03906
-0.07874,-0.00122,0.03845
-0.07935,-0.00092,0.03693
-0.07965,-0.00092,0.03723
-0.08087,-0.00183,0.03754
-0.08118,-0.00061,0.03815
-0.08179,-0.00153,0.03815
-0.08179,-0.00061,0.03723
-0.08331,-0.00153,0.03784
-0.08331,0,0.03967
-0.08362,-0.00122,0.03906
-0.08362,-0.00092,0.03845
-0.08423,-0.00092,0.03784
-0.08484,-0.00122,0.03723
-0.08545,-0.00122,0.03876
-0.08606,-0.00092,0.03937
-0.08636,-0.00183,0.03906
-0.08728,-0.00061,0.04028
-0.08789,-0.00031,0.03784
-0.0885,0,0.03937
-0.0885,-0.00092,0.03967
-0.09216,-0.00092,0.03845
-0.09308,0.00031,0.03784
-0.09338,-0.00061,0.03845
-0.0943,-0.00092,0.03845
-0.09491,-0.00092,0.03876
-0.0943,-0.00092,0.03693
-0.09399,-0.00061,0.03754
-0.09613,0,0.03906
-0.09613,-0.00153,0.03876
-0.09674,-0.00031,0.03784
-0.09766,-0.00092,0.03845
-0.09674,-0.00031,0.03784
-0.09796,-0.00214,0.03906
-0.09857,-0.00122,0.03815
-0.09949,-0.00092,0.03845
-0.09979,-0.00122,0.03723
-0.1004,-0.00183,0.03723
-0.1001,-0.00061,0.03906
-0.10071,-0.00092,0.03845
-0.10193,-0.00061,0.03815
-0.10193,-0.00122,0.03845
-0.10284,-0.00153,0.03784
-0.10345,-0.00061,0.04028
-0.10406,-0.00031,0.03784
-0.10376,-0.00122,0.03937
-0.10498,-0.00092,0.03815
-0.10468,-0.00092,0.03998
-0.1059,-0.00092,0.03906
-0.1059,-0.00183,0.03815
-0.1062,-0.00061,0.03906
-0.10681,-0.00092,0.03784
-0.10773,-0.00092,0.03937
-0.10834,-0.00214,0.03876
-0.10895,-0.00061,0.03845
-0.10895,0.00061,0.03815
-0.10986,0.00092,0.03876
-0.11017,-0.00122,0.03937
-0.11047,-0.00092,0.03784
-0.11169,-0.00183,0.03723
-0.11169,-0.00092,0.03693
-0.11261,-0.00031,0.03693
-0.11292,-0.00092,0.03967
-0.11322,-0.00092,0.03723
-0.11383,0.00061,0.03723
-0.11414,-0.00092,0.0354
-0.11475,0,0.03937
-0.11444,-0.00092,0.03754
-0.11536,-0.00061,0.03845
-0.11627,-0.00122,0.03784
-0.11658,0.00031,0.03876
-0.11688,-0.00092,0.03693
-0.11719,-0.00122,0.03876
-0.1181,-0.00122,0.03906
-0.1181,-0.00153,0.03876
-0.11871,-0.00122,0.03815
-0.11993,-0.00092,0.03876
-0.11993,-0.00183,0.03815
-0.12054,-0.00092,0.03967
-0.12085,-0.00122,0.03845
-0.12146,-0.00061,0.0415
-0.12207,-0.00122,0.03784
-0.12238,-0.00031,0.03845
-0.12329,-0.00061,0.03784
-0.12329,-0.00061,0.03998
-0.12421,-0.00092,0.03815
-0.12512,-0.00122,0.03937
-0.12512,0,0.03784
-0.12543,-0.00031,0.03815
-0.12634,-0.00031,0.03906
-0.12665,0.00031,0.0412
-0.12726,-0.00122,0.03784
-0.12817,-0.00061,0.04059
-0.12817,-0.00153,0.03876
-0.12909,-0.00122,0.04089
-0.12939,-0.00122,0.03815
-0.13,-0.00061,0.03754
-0.12939,-0.00153,0.03693
-0.13062,-0.00153,0.03876
-0.13153,0,0.03723
-0.13153,-0.00122,0.03784
-0.13275,-0.00031,0.03784
-0.13214,-0.00092,0.03784
-0.13275,-0.00092,0.03876
-0.13397,-0.00061,0.03845
-0.13428,-0.00122,0.03723
-0.1355,-0.00031,0.03784
-0.13489,0,0.03815
-0.1355,-0.00183,0.03845
-0.1355,-0.00061,0.03723
-0.13702,-0.00153,0.03906
-0.13672,-0.00061,0.03662
-0.13824,-0.00092,0.03937
-0.13794,-0.00122,0.03693
-0.13855,-0.00061,0.03845
-0.13916,-0.00092,0.03754
-0.13977,-0.00183,0.03937
-0.14008,-0.00092,0.03815
-0.14069,-0.00153,0.03906
-0.14069,-0.00092,0.03784
-0.14191,-0.00122,0.03937
-0.1416,-0.00061,0.03723
-0.14313,0,0.04059
-0.14252,0,0.03723
-0.14404,-0.00153,0.03754
-0.14404,0,0.03906
-0.14404,-0.00153,0.03662
-0.14465,0,0.0415
-0.14496,-0.00153,0.03937
-0.14618,-0.00061,0.03876
-0.14679,-0.00092,0.03693
-0.14679,0.00031,0.03906
-0.1474,-0.00153,0.0415
-0.14801,-0.00092,0.03906
-0.14923,-0.00122,0.03845
-0.14862,0.00031,0.03967
-0.14923,-0.00183,0.03815
-0.15015,-0.00031,0.04181
-0.15015,-0.00122,0.03906
-0.14984,-0.00092,0.03906
-0.15167,-0.00183,0.03723
-0.15167,-0.00122,0.03906
-0.15228,-0.00031,0.03998
-0.15289,-0.00092,0.03784
-0.15442,-0.00092,0.03815
-0.15411,-0.00153,0.03845
-0.15503,-0.00061,0.03906
-0.15472,0.00031,0.03998
-0.15564,-0.00122,0.03815
-0.15594,-0.00061,0.03876
-0.15686,-0.00122,0.03662
-0.15778,-0.00061,0.03906
-0.15778,-0.00092,0.03967
-0.15808,-0.00092,0.03906
-0.15778,-0.00092,0.03662
-0.1593,-0.00122,0.03815
-0.15961,-0.00061,0.03632
-0.15961,-0.00183,0.03967
-0.16052,-0.00092,0.03693
-0.16113,-0.00061,0.03754
-0.16174,-0.00122,0.03723
-0.16235,-0.00153,0.03662
-0.16327,-0.00061,0.03937
-0.16235,-0.00183,0.03876
-0.16388,-0.00122,0.03723
-0.16327,-0.00153,0.03876
-0.16449,-0.00031,0.03723
-0.1651,-0.00214,0.03906
-0.16571,-0.00122,0.03967
-0.16571,-0.00061,0.03845
-0.16693,-0.00153,0.03723
-0.16693,-0.00214,0.03601
-0.16785,-0.00031,0.03784
-0.16754,-0.00122,0.03876
-0.16876,0,0.03815
-0.16907,-0.00061,0.03723
-0.16968,0,0.03815
-0.16998,-0.00183,0.03845
-0.17059,-0.00153,0.03967
-0.17151,-0.00122,0.03937
-0.17151,-0.00092,0.03815
-0.17242,-0.00214,0.03754
-0.17303,-0.00092,0.03876
-0.17365,-0.00092,0.04028
-0.17273,-0.00031,0.03845
-0.17426,-0.00122,0.03876
-0.17517,-0.00061,0.03784
-0.17517,-0.00031,0.03876
-0.17517,-0.00092,0.04028
-0.17578,-0.00153,0.03967
-0.1767,-0.00153,0.03784
-0.17731,-0.00183,0.03784
-0.17792,0,0.03906
-0.17914,-0.00183,0.04059
-0.17853,-0.00061,0.03784
-0.18005,-0.00153,0.03662
-0.18005,-0.00214,0.03845
-0.18005,-0.00092,0.03632
-0.18066,-0.00061,0.03906
-0.18097,-0.00153,0.03845
-0.18188,-0.00153,0.03906
-0.18188,-0.00122,0.03906
-0.1825,-0.00092,0.03845
-0.18341,-0.00122,0.03876
-0.18433,-0.00153,0.03876
-0.18402,-0.00122,0.03754
-0.18433,-0.00031,0.03815
-0.18524,-0.00153,0.03754
-0.18555,-0.00031,0.03754
-0.18585,-0.00092,0.04059
-0.18646,-0.00031,0.03815
-0.18738,-0.00122,0.03815
-0.18738,-0.00061,0.03723
-0.19104,-0.00061,0.04059
-0.19196,-0.00031,0.03815
-0.19287,-0.00061,0.03723
-0.19287,-0.00092,0.03815
-0.19287,-0.00122,0.03845
-0.19409,-0.00153,0.04364
-0.19409,-0.00031,0.03937
-0.1947,-0.00092,0.04028
-0.19623,-0.00092,0.03815
-0.19531,-0.00214,0.03998
-0.19623,-0.00092,0.04242
-0.19623,-0.00183,0.04028
-0.19684,-0.00092,0.03876
-0.19775,-0.00153,0.03906
-0.19867,-0.00061,0.03998
-0.19867,-0.00122,0.04303
-0.19897,-0.00153,0.03998
-0.19928,-0.00122,0.03906
-0.19989,-0.00031,0.03784
-0.20081,-0.00122,0.03967
-0.19989,-0.00153,0.0412
-0.19928,-0.00031,0.03937
-0.19836,0.00092,0.03906
-0.19806,-0.00122,0.03662
-0.19775,-0.00092,0.03998
-0.19775,-0.00153,0.0415
-0.19714,-0.00092,0.04089
-0.19592,-0.00122,0.03845
-0.19623,-0.00092,0.03723
-0.19562,-0.00153,0.03845
-0.19562,-0.00092,0.03998
-0.19379,0,0.04028
-0.19379,-0.00092,0.03967
-0.19409,-0.00122,0.03845
-0.19348,-0.00092,0.0412
-0.19287,-0.00092,0.04089
-0.19135,0,0.04028
-0.19104,-0.00061,0.03906
-0.19043,-0.00061,0.03693
-0.19073,-0.00153,0.0412
-0.19043,-0.00061,0.03998
-0.18982,-0.00061,0.03662
-0.18921,-0.00092,0.03754
