time,ion_current_M2,ion_current_M44,potential,current1_mA,coll_current,current1,current1_muA,ion_current_M44_sBG_sub,ion_current_M44_sBG_ALS,ion_current_M44_sBG_ALS_sub,ion_current_M44_ALS,ion_current_M44_UVS,ion_current_M44_UVS_sub,ion_current_M44_UVS_ALS,ion_current_M44_UVS_ALS_sub,ion_current_M44_MF,ion_current_M44_MF_sub
431.7000000000001,2.9096814309392282e-09,2.1799146906077433e-10,0.4088937586206898,0.0001905862068968124,,1.9058620689681235e-07,0.19058620689681235,-2.379089171270428e-11,-2.9746281817907924e-11,5.9553901052036416e-12,2.904511405219098e-09,2.1549689162870984e-10,2.4945774320644886e-12,-3.449722148582033e-12,5.944299580646522e-12,2.177375386740332e-10,2.539303867411411e-13
431.75,2.910719552486188e-09,2.1876215966850846e-10,0.4090420344827587,0.0001738620689654264,,1.7386206896542646e-07,0.1738620689654264,-2.3020201104970123e-11,-2.974152182707223e-11,6.721320722102112e-12,2.9045384467740567e-09,2.1549993983323594e-10,3.26221983527255e-12,-3.4480113888911473e-12,6.7102312241636975e-12,2.177375386740332e-10,1.0246209944752982e-12
431.8,2.909749254143645e-09,2.1953285027624355e-10,0.4092496206896553,0.00020041379310360184,,2.004137931036018e-07,0.2004137931036018,-2.2249510497235054e-11,-2.9736762445696395e-11,7.487251948461337e-12,2.904565486491359e-09,2.1550298782116743e-10,4.029862455076098e-12,-3.4463010213387425e-12,7.47616347641484e-12,2.177375386740332e-10,1.7953116022103602e-12
431.85,2.9036144475138092e-09,2.203035408839786e-10,0.4094381428571428,0.00038249999999997005,,3.824999999999701e-07,0.38249999999997,-2.1478819889500002e-11,-2.973200367423543e-11,8.253183784735429e-12,2.904592524367673e-09,2.155060355925096e-10,4.797505291468953e-12,-3.4445910463854087e-12,8.242096337854362e-12,2.177385718232047e-10,2.564969060773898e-12
431.9,2.897479640883973e-09,2.2016534175824066e-10,0.4093207931034483,5.6241379310336205e-05,,5.624137931033622e-08,0.05624137931033621,-2.1617019015237895e-11,-2.972724551314432e-11,8.110226497906424e-12,2.9046195603996663e-09,2.1550908314726688e-10,4.6562586109738096e-12,-3.442881464491738e-12,8.099140075465548e-12,2.1773962651933627e-10,2.425715238904417e-12
431.9500000000001,2.891344834254137e-09,2.1904251208791118e-10,0.4094690689655174,4.158620689653794e-05,,4.158620689653793e-08,0.04158620689653793,-2.2739848685567376e-11,-2.9722487962878076e-11,6.982639277310701e-12,2.904646594583913e-09,2.1551213048544414e-10,3.530381602467066e-12,-3.441172276118319e-12,6.9715538785853844e-12,2.1774016187845314e-10,1.3023502094580646e-12
432.0,2.892589824175825e-09,2.1791968241758305e-10,0.4091903103448276,2.693103448275632e-05,,2.6931034482756322e-08,0.026931034482756317,-2.3862678355895557e-11,-2.971773102389173e-11,5.855052667996166e-12,2.9046736269162697e-09,2.155151776070465e-10,2.4045048105365253e-12,-3.439463481725743e-12,5.8439682922622674e-12,2.1774290883977887e-10,1.7677357780409937e-13
432.05,2.8976365274725294e-09,2.1679685274725357e-10,0.4092476101694915,0.0001873898305084864,,1.873898305084864e-07,0.1873898305084864,-2.4985508026225038e-11,-2.971297469664027e-11,4.7274666704152335e-12,2.904700657391264e-09,2.1551822451207823e-10,1.2786282351752846e-12,-3.437755081774603e-12,4.716383316949888e-12,2.1775030000000046e-10,-9.534472527469361e-13
432.1,2.9026832307692336e-09,2.1690078121546943e-10,0.4102981525423726,0.00013837288135596368,,1.3837288135596367e-07,0.1383728813559637,-2.4881579558009126e-11,-2.970821898157874e-11,4.826639423569616e-12,2.904727686002213e-09,2.1552127120054468e-10,1.3795100149247819e-12,-3.4360470767254903e-12,4.8155570916502726e-12,2.1775944285714314e-10,-8.586616416736828e-13
432.15,2.9076515635359125e-09,2.1723837790055242e-10,0.4113274827586208,0.00010896551724143988,,1.0896551724143989e-07,0.10896551724143988,-2.454398287292614e-11,-2.970346387916214e-11,5.1594810062360015e-12,2.9047547127417303e-09,2.1552431767245022e-10,1.7140602281022183e-12,-3.434339467038995e-12,5.148399695141213e-12,2.1775944285714314e-10,-5.210649565907015e-13
432.2000000000001,2.908779740331493e-09,2.1757597458563545e-10,0.4114205999999994,0.00019969999999977118,,1.9969999999977122e-07,0.1996999999997712,-2.420638618784316e-11,-2.969870938984548e-11,5.492323202002322e-12,2.90478173760222e-09,2.1552736392779988e-10,2.048610657835539e-12,-3.432632253175709e-12,5.4812429110112484e-12,2.1775944285714314e-10,-1.8346827150772023e-13
432.25,2.909907917127072e-09,2.1801184806629781e-10,0.4108706551724132,4.2172413793108037e-05,,4.2172413793108035e-08,0.042172413793108036,-2.3770512707180746e-11,-2.9693955514083766e-11,5.923442806903025e-12,2.9048087605763797e-09,2.155304099665986e-10,2.4814380996992428e-12,-3.4309254355962264e-12,5.912363535295469e-12,2.1775944285714314e-10,2.5240520915469676e-13
