E,I,I,j
V,A,nA,uA cm-2
0.54439,3.908859E-10,0.3908859,57.7168038886789
0.5453,3.958268E-10,0.3958268,58.4463593838594
0.54621,3.910418E-10,0.3910418,57.7398235210735
0.54712,3.895501E-10,0.3895501,57.5195644726895
0.54803,3.981728E-10,0.3981728,58.7927612927613
0.54894,3.945985E-10,0.3945985,58.264993030618
0.54984,3.928953E-10,0.3928953,58.0135046541297
0.55075,3.887259E-10,0.3887259,57.3978660697411
0.55166,3.909957E-10,0.3909957,57.7330165611416
0.55257,3.949486E-10,0.3949486,58.3166875354375
0.55348,3.916387E-10,0.3916387,57.8279596248346
0.55439,3.950713E-10,0.3950713,58.33480497543
0.5553,3.932218E-10,0.3932218,58.0617144679645
0.5562,3.9473E-10,0.39473,58.2844098469098
0.55711,3.916856E-10,0.3916856,57.8348847098847
0.55802,3.930577E-10,0.3930577,58.0374840531091
0.55893,3.947018E-10,0.3947018,58.2802459364959
0.55984,3.961671E-10,0.3961671,58.4966068559819
0.56075,3.969119E-10,0.3969119,58.6065813409563
0.56165,3.940894E-10,0.3940894,58.1898211585712
0.56256,3.9339E-10,0.39339,58.0865502740503
0.56347,4.001616E-10,0.4001616,59.0864203364203
0.56438,3.946341E-10,0.3946341,58.2702495983746
0.56529,3.954994E-10,0.3954994,58.3980166792667
0.5662,4.014068E-10,0.4014068,59.2702820827821
0.56711,3.922914E-10,0.3922914,57.924334955585
0.56801,3.954523E-10,0.3954523,58.3910620629371
0.56892,3.978132E-10,0.3978132,58.7396640521641
0.56983,3.997368E-10,0.3997368,59.0236958986959
0.57074,3.982769E-10,0.3982769,58.8081323237573
0.57165,3.98318E-10,0.398318,58.814201001701
0.57256,3.981058E-10,0.3981058,58.7828683141183
0.57346,3.991501E-10,0.3991501,58.9370658901909
0.57437,3.976126E-10,0.3976126,58.7100441787942
0.57528,4.010743E-10,0.4010743,59.2211863305613
0.57619,4.028535E-10,0.4028535,59.4838965932716
0.5771,3.991003E-10,0.3991003,58.9297126015876
0.57801,4.007359E-10,0.4007359,59.1712194055944
0.57892,4.019244E-10,0.4019244,59.346709034209
0.57982,3.97899E-10,0.397899,58.752332971083
0.58073,4.025279E-10,0.4025279,59.4358196701947
0.58164,3.970624E-10,0.3970624,58.6288036288036
0.58255,4.044531E-10,0.4044531,59.7200877669628
0.58346,3.997711E-10,0.3997711,59.0287605131355
0.58437,3.995902E-10,0.3995902,59.0020494707995
0.58527,4.049698E-10,0.4049698,59.7963818276318
0.58618,4.04419E-10,0.404419,59.7150526838027
0.58709,4.029912E-10,0.4029912,59.5042288792289
0.588,4.026421E-10,0.4026421,59.452682030807
0.58891,4.065896E-10,0.4065896,60.0355556605557
0.58982,4.017608E-10,0.4017608,59.3225524475525
0.59072,4.050758E-10,0.4050758,59.8120334057834
0.59163,4.003507E-10,0.4003507,59.1143421612172
0.59254,4.043684E-10,0.4043684,59.7075812700813
0.59345,4.078343E-10,0.4078343,60.2193435787186
0.59436,4.046571E-10,0.4046571,59.7502096720847
0.59527,4.062132E-10,0.4062132,59.9799777924778
0.59618,4.055499E-10,0.4055499,59.8820373039123
0.59708,4.069226E-10,0.4069226,60.0847252409752
0.59799,4.101983E-10,0.4101983,60.5684033027783
0.5989,4.047475E-10,0.4047475,59.7635578104328
0.59981,4.086816E-10,0.4086816,60.3444528444528
0.60072,4.059018E-10,0.4059018,59.9339975902476
0.60163,4.094071E-10,0.4094071,60.4515775609526
0.60254,4.07814E-10,0.407814,60.2163461538462
0.60344,4.0819E-10,0.40819,60.271864959365
0.60435,4.090442E-10,0.4090442,60.3979930542431
0.60526,4.133425E-10,0.4133425,61.0326645482896
0.60617,4.090342E-10,0.4090342,60.3965164902665
0.60708,4.087926E-10,0.4087926,60.3608427045927
0.60799,4.072281E-10,0.4072281,60.1298342704593
0.6089,4.115756E-10,0.4115756,60.7717704592705
0.6098,4.088944E-10,0.4088944,60.3758741258741
0.61071,4.097412E-10,0.4097412,60.5009095634096
0.61162,4.129852E-10,0.4129852,60.9799069174069
0.61253,4.103294E-10,0.4103294,60.5877610565111
0.61344,4.123934E-10,0.4123934,60.8925238612739
0.61435,4.161379E-10,0.4161379,61.4454232422982
0.61525,4.097281E-10,0.4097281,60.4989752646003
0.61616,4.151383E-10,0.4151383,61.2978259072009
0.61707,4.106776E-10,0.4106776,60.639175014175
0.61798,4.17845E-10,0.417845,61.6974874787375
0.61889,4.161584E-10,0.4161584,61.4484501984502
0.6198,4.165217E-10,0.4165217,61.5020937677188
0.6207,4.142109E-10,0.4142109,61.1608893640144
0.62161,4.10236E-10,0.410236,60.5739699489699
0.62252,4.151196E-10,0.4151196,61.2950647325647
0.62343,4.144373E-10,0.4144373,61.1943187724438
0.62434,4.17526E-10,0.417526,61.6503850878851
0.62525,4.158195E-10,0.4158195,61.3984094452845
0.62616,4.164997E-10,0.4164997,61.4988453269703
0.62706,4.194423E-10,0.4194423,61.933339042714
0.62797,4.180832E-10,0.4180832,61.7326592326592
0.62888,4.141886E-10,0.4141886,61.1575966263466
0.62979,4.157896E-10,0.4157896,61.3939945189945
0.6307,4.216118E-10,0.4216118,62.2536795974296
0.63161,4.234066E-10,0.4234066,62.5186932999433
0.63251,4.213185E-10,0.4213185,62.210371975997
0.63342,4.217658E-10,0.4217658,62.2764186826687
0.63433,4.180269E-10,0.4180269,61.7243461774712
0.63524,4.199522E-10,0.4199522,62.008629039879
0.63615,4.227745E-10,0.4227745,62.4253596909847
0.63706,4.232098E-10,0.4232098,62.4896345208845
0.63796,4.234194E-10,0.4234194,62.5205833018333
0.63887,4.270842E-10,0.4270842,63.0617144679645
0.63978,4.264138E-10,0.4264138,62.9627256189756
0.64069,4.253859E-10,0.4253859,62.8109496078246
0.6416,4.246582E-10,0.4246582,62.70350004725
0.64251,4.282248E-10,0.4282248,63.2301313551314
0.64341,4.23135E-10,0.423135,62.4785898223398
0.64432,4.240318E-10,0.4240318,62.6110080797581
0.64523,4.305898E-10,0.4305898,63.5793387355887
0.64614,4.205736E-10,0.4205736,62.1003827253827
0.64705,4.271782E-10,0.4271782,63.0755941693442
0.64796,4.270249E-10,0.4270249,63.0529584435834
0.64887,4.335973E-10,0.4335973,64.0234153515404
0.64977,4.304347E-10,0.4304347,63.5564372283122
0.65068,4.291306E-10,0.4291306,63.3638785201285
0.65159,4.29957E-10,0.429957,63.4859017671518
0.6525,4.285172E-10,0.4285172,63.2733060858061
0.65341,4.349855E-10,0.4349855,64.228391962767
0.65432,4.29401E-10,0.429401,63.4038048100548
0.65522,4.362506E-10,0.4362506,64.4151920714421
0.65613,4.336071E-10,0.4336071,64.0248623842374
0.65704,4.3414E-10,0.43414,64.1035484785485
0.65795,4.408303E-10,0.4408303,65.0914140757891
0.65886,4.330066E-10,0.4330066,63.9361947174447
0.65977,4.331372E-10,0.4331372,63.9554786429786
0.66067,4.357212E-10,0.4357212,64.3370227745228
0.66158,4.389155E-10,0.4389155,64.8086816055566
0.66249,4.359396E-10,0.4359396,64.3692709317709
0.6634,4.348659E-10,0.4348659,64.2107322576073
0.66431,4.3339E-10,0.43339,63.9928061803062
0.66522,4.320389E-10,0.4320389,63.7933076214326
0.66612,4.381689E-10,0.4381689,64.6984413390663
0.66703,4.368915E-10,0.4368915,64.5098250567001
0.66794,4.362542E-10,0.4362542,64.4157236344736
0.66885,4.429381E-10,0.4429381,65.4026442307692
0.66976,4.361914E-10,0.4361914,64.4064508127008
0.67067,4.482335E-10,0.4482335,66.1845439189189
0.67157,4.362676E-10,0.4362676,64.4177022302022
0.67248,4.386532E-10,0.4386532,64.7699513324513
0.67339,4.448499E-10,0.4448499,65.6849337318087
0.6743,4.346747E-10,0.4346747,64.1825003543754
0.67521,4.391881E-10,0.4391881,64.8489327395577
0.67612,4.39028E-10,0.439028,64.8252929502929
0.67702,4.441658E-10,0.4441658,65.583921990172
0.67793,4.38967E-10,0.438967,64.8162859100359
0.67884,4.413995E-10,0.4413995,65.1754600973351
0.67975,4.430683E-10,0.4430683,65.4218690937441
0.68066,4.468271E-10,0.4468271,65.976879961255
0.68157,4.432696E-10,0.4432696,65.4515923265923
0.68248,4.399872E-10,0.4399872,64.966924966925
0.68338,4.455146E-10,0.4455146,65.7830809393309
0.68429,4.441327E-10,0.4441327,65.5790345634096
0.6852,4.461197E-10,0.4461197,65.8724278255528
0.68611,4.455174E-10,0.4455174,65.7834943772444
0.68702,4.490583E-10,0.4490583,66.3063309157059
0.68793,4.475623E-10,0.4475623,66.0854369448119
0.68884,4.439914E-10,0.4439914,65.5581707144207
0.68974,4.451412E-10,0.4451412,65.727946040446
0.69065,4.44955E-10,0.444955,65.7004524192024
0.69156,4.462163E-10,0.4462163,65.8866914335664
0.69247,4.446126E-10,0.4446126,65.6498948686449
0.69338,4.473804E-10,0.4473804,66.0585782460782
0.69429,4.443898E-10,0.4443898,65.616997023247
0.6952,4.474308E-10,0.4474308,66.0660201285201
0.6961,4.461294E-10,0.4461294,65.8738600926101
0.69701,4.46166E-10,0.446166,65.8792643167643
0.69792,4.46921E-10,0.446921,65.9907448969949
0.69883,4.45961E-10,0.445961,65.8489947552448
0.69974,4.533046E-10,0.4533046,66.9333242770743
0.70065,4.467547E-10,0.4467547,65.9661896380646
0.70156,4.50833E-10,0.450833,66.5683767246267
0.70246,4.478229E-10,0.4478229,66.1239162020412
0.70337,4.491305E-10,0.4491305,66.3169917076167
0.70428,4.511541E-10,0.4511541,66.6157891939142
0.70519,4.498516E-10,0.4498516,66.4234667359667
0.7061,4.449055E-10,0.4449055,65.6931434275184
0.70701,4.49517E-10,0.449517,66.3740609053109
0.70791,4.467168E-10,0.4467168,65.9605934605935
0.70882,4.506718E-10,0.4506718,66.5445745133245
0.70973,4.506003E-10,0.4506003,66.5340170808921
0.71064,4.475865E-10,0.4475865,66.0890102296352
0.71155,4.480374E-10,0.4480374,66.1555884993385
0.71246,4.511579E-10,0.4511579,66.6163502882253
0.71337,4.535995E-10,0.4535995,66.9768681487432
0.71427,4.516868E-10,0.4516868,66.6944457569458
0.71518,4.539877E-10,0.4539877,67.0341883623134
0.71609,4.471625E-10,0.4471625,66.0264039170289
0.717,4.536195E-10,0.4536195,66.9798212766963
0.71791,4.494266E-10,0.4494266,66.3607127669628
0.71882,4.501564E-10,0.4501564,66.4684724059724
0.71972,4.506899E-10,0.4506899,66.5472470941221
0.72063,4.536779E-10,0.4536779,66.9884444103194
0.72154,4.501058E-10,0.4501058,66.461000992251
0.72245,4.514174E-10,0.4514174,66.6546671234171
0.72336,4.545313E-10,0.4545313,67.1144543800794
0.72427,4.499577E-10,0.4499577,66.4391330797581
0.72518,4.525944E-10,0.4525944,66.8284587034587
0.72608,4.541726E-10,0.4541726,67.06149003024
0.72699,4.542648E-10,0.4542648,67.075103950104
0.7279,4.540518E-10,0.4540518,67.0436531374031
0.72881,4.4943E-10,0.44943,66.3612147987148
0.72972,4.49404E-10,0.449404,66.3573757323757
0.73063,4.518818E-10,0.4518818,66.7232387544888
0.73154,4.499178E-10,0.4499178,66.4332415894916
0.73244,4.486351E-10,0.4486351,66.2438427282177
0.73335,4.51222E-10,0.451222,66.6258150633151
0.73426,4.55118E-10,0.455118,67.2010843885844
0.73517,4.48281E-10,0.448281,66.1915575978076
0.73608,4.540924E-10,0.4540924,67.049647987148
0.73699,4.500374E-10,0.4500374,66.4509012946513
0.7379,4.463998E-10,0.4463998,65.9137863825364
0.7388,4.551717E-10,0.4551717,67.2090135371385
0.73971,4.518504E-10,0.4518504,66.7186023436024
0.74062,4.478376E-10,0.4478376,66.1260867510867
0.74153,4.511851E-10,0.4511851,66.6203665422415
0.74244,4.519858E-10,0.4519858,66.738595019845
0.74335,4.521236E-10,0.4521236,66.7589420714421
0.74425,4.528277E-10,0.4528277,66.862906941032
0.74516,4.50391E-10,0.450391,66.5031125968626
0.74607,4.472334E-10,0.4472334,66.0368727556228
0.74698,4.490995E-10,0.4490995,66.3124143592894
0.74789,4.482834E-10,0.4482834,66.191911973162
0.74879,4.492028E-10,0.4492028,66.3276672651673
0.7497,4.485946E-10,0.4485946,66.2378626441126
0.75061,4.494259E-10,0.4494259,66.3606094074844
0.75152,4.479151E-10,0.4479151,66.1375301219051
0.75243,4.540028E-10,0.4540028,67.036417973918
0.75334,4.516987E-10,0.4516987,66.6962028680779
0.75425,4.489109E-10,0.4489109,66.2845663626914
0.75515,4.421759E-10,0.4421759,65.2901005244755
0.75606,4.498836E-10,0.4498836,66.4281917406917
0.75697,4.484075E-10,0.4484075,66.2102361321111
0.75788,4.527764E-10,0.4527764,66.8553321678322
0.75879,4.454441E-10,0.4454441,65.7726711632962
0.75969,4.51939E-10,0.451939,66.7316847004347
0.7606,4.495182E-10,0.4495182,66.3742380929881
0.76151,4.466787E-10,0.4466787,65.9549677518428
0.76242,4.439603E-10,0.4439603,65.5535786004536
0.76333,4.507585E-10,0.4507585,66.5573763230013
0.76424,4.487262E-10,0.4487262,66.2572942260442
0.76515,4.427672E-10,0.4427672,65.3774097524097
0.76606,4.464323E-10,0.4464323,65.9185852154602
0.76696,4.525173E-10,0.4525173,66.8170743951994
0.76787,4.538609E-10,0.4538609,67.0154655310905
0.76878,4.417792E-10,0.4417792,65.2315252315252
0.76969,4.445319E-10,0.4445319,65.637978997354
0.7706,4.460932E-10,0.4460932,65.8685149310149
0.77151,4.519437E-10,0.4519437,66.7323786855037
0.77241,4.462162E-10,0.4462162,65.8866766679267
0.77332,4.471955E-10,0.4471955,66.0312765781516
0.77423,4.469773E-10,0.4469773,65.999057952183
0.77514,4.481436E-10,0.4481436,66.1712696087696
0.77605,4.459562E-10,0.4459562,65.848286004536
0.77696,4.442754E-10,0.4442754,65.6001051313551
0.77787,4.452839E-10,0.4452839,65.7490166083916
0.77877,4.452516E-10,0.4452516,65.7442473067473
0.77968,4.477055E-10,0.4477055,66.1065813409563
0.78059,4.407364E-10,0.4407364,65.0775491400491
0.7815,4.46689E-10,0.446689,65.9564886127386
0.78241,4.504202E-10,0.4504202,66.5074241636742
0.78332,4.454643E-10,0.4454643,65.7756538225288
0.78422,4.499511E-10,0.4499511,66.4381585475335
0.78513,4.456223E-10,0.4456223,65.7989835333585
0.78604,4.476997E-10,0.4476997,66.1057249338499
0.78695,4.507857E-10,0.4507857,66.5613925770176
0.78786,4.460703E-10,0.4460703,65.8651335995086
0.78877,4.47803E-10,0.447803,66.1209778397278
0.78968,4.463773E-10,0.4463773,65.9104641135891
0.79058,4.482503E-10,0.4482503,66.1870245463996
0.79149,4.478876E-10,0.4478876,66.1334695709696
0.7924,4.435688E-10,0.4435688,65.4957711207711
0.79331,4.427287E-10,0.4427287,65.3717249811
0.79422,4.487802E-10,0.4487802,66.2652676715177
0.79513,4.475552E-10,0.4475552,66.0843885843886
0.79604,4.472498E-10,0.4472498,66.0392943205443
0.79694,4.508371E-10,0.4508371,66.5689821158571
0.79785,4.469303E-10,0.4469303,65.9921181014931
0.79876,4.524785E-10,0.4524785,66.8113453269703
0.79967,4.52129E-10,0.452129,66.7597394159894
0.80058,4.440779E-10,0.4440779,65.570942992818
0.80149,4.488469E-10,0.4488469,66.2751163532414
0.80239,4.499352E-10,0.4499352,66.4358108108108
0.8033,4.477031E-10,0.4477031,66.106226965602
0.80421,4.477508E-10,0.4477508,66.1132701757702
0.80512,4.457399E-10,0.4457399,65.8163479257229
0.80603,4.461416E-10,0.4461416,65.8756615006615
0.80694,4.432691E-10,0.4432691,65.4515184983935
0.80785,4.457567E-10,0.4457567,65.8188285532036
0.80875,4.465502E-10,0.4465502,65.9359939047439
0.80966,4.48372E-10,0.448372,66.2049943299943
0.81057,4.447294E-10,0.4447294,65.6671411358911
0.81148,4.489801E-10,0.4489801,66.2947841854092
0.81239,4.494813E-10,0.4494813,66.3687895719146
0.8133,4.456053E-10,0.4456053,65.7964733745984
0.81421,4.492132E-10,0.4492132,66.3292028917029
0.81511,4.464658E-10,0.4464658,65.9235317047817
0.81602,4.486958E-10,0.4486958,66.2528054715555
0.81693,4.493843E-10,0.4493843,66.3544669013419
0.81784,4.478834E-10,0.4478834,66.1328494140994
0.81875,4.520802E-10,0.4520802,66.7525337837838
0.81966,4.456057E-10,0.4456057,65.7965324371574
0.82057,4.504307E-10,0.4504307,66.5089745558496
0.82147,4.460451E-10,0.4460451,65.8614126582877
0.82238,4.449573E-10,0.4449573,65.700792028917
0.82329,4.489655E-10,0.4489655,66.2926284020034
0.8242,4.46374E-10,0.446374,65.9099768474769
0.82511,4.482663E-10,0.4482663,66.189387048762
0.82602,4.50991E-10,0.450991,66.5917064354564
0.82692,4.459224E-10,0.4459224,65.8432952182952
0.82783,4.490016E-10,0.4490016,66.2979587979588
0.82874,4.483489E-10,0.4483489,66.2015834672085
0.82965,4.465514E-10,0.4465514,65.9361710924211
0.83056,4.483295E-10,0.4483295,66.1987189330939
0.83147,4.528578E-10,0.4528578,66.8673513986014
0.83238,4.485007E-10,0.4485007,66.2239977083727
0.83328,4.549873E-10,0.4549873,67.1817856974107
0.83419,4.544863E-10,0.4544863,67.1078098421848
0.8351,4.535549E-10,0.4535549,66.9702826734077
0.83601,4.521475E-10,0.4521475,66.7624710593461
0.83692,4.484694E-10,0.4484694,66.2193760631261
0.83783,4.449356E-10,0.4449356,65.6975878850879
0.83873,4.518854E-10,0.4518854,66.7237703175203
0.83964,4.488998E-10,0.4488998,66.2829273766774
0.84055,4.475854E-10,0.4475854,66.0888478075978
0.84146,4.539082E-10,0.4539082,67.0224496786997
0.84237,4.494365E-10,0.4494365,66.3621745652996
0.84328,4.52627E-10,0.452627,66.8332723020223
0.84418,4.515708E-10,0.4515708,66.6773176148176
0.84509,4.463192E-10,0.4463192,65.9018852768853
0.846,4.506418E-10,0.4506418,66.5401448213948
0.84691,4.515087E-10,0.4515087,66.6681481525232
0.84782,4.515855E-10,0.4515855,66.6794881638632
0.84873,4.513539E-10,0.4513539,66.645290942166
0.84964,4.470606E-10,0.4470606,66.0113577301077
0.85054,4.516655E-10,0.4516655,66.6913006756757
0.85145,4.539193E-10,0.4539193,67.0240886647137
0.85236,4.558763E-10,0.4558763,67.3130522349272
0.85327,4.543164E-10,0.4543164,67.082723020223
0.85418,4.504187E-10,0.4504187,66.5072026790777
0.85509,4.592185E-10,0.4592185,67.8065494471744
0.85599,4.520819E-10,0.4520819,66.7527847996598
0.8569,4.564659E-10,0.4564659,67.4001104469855
0.85781,4.546189E-10,0.4546189,67.1273890805141
0.85872,4.585414E-10,0.4585414,67.7065713003213
0.85963,4.558263E-10,0.4558263,67.3056694150444
0.86054,4.517479E-10,0.4517479,66.7034675628426
0.86144,4.594697E-10,0.4594697,67.8436407342657
0.86235,4.638617E-10,0.4638617,68.4921476327726
0.86326,4.608232E-10,0.4608232,68.0434936684937
0.86417,4.64163E-10,0.464163,68.5366365053865
0.86508,4.604239E-10,0.4604239,67.9845344689095
0.86599,4.644433E-10,0.4644433,68.5780245936496
0.86689,4.645813E-10,0.4645813,68.5984011765262
0.8678,4.684226E-10,0.4684226,69.1655936968437
0.86871,4.69165E-10,0.469165,69.2752138064638
0.86962,4.699365E-10,0.4699365,69.3891307172557
0.87053,4.732277E-10,0.4732277,69.8750974532225
0.87144,4.750225E-10,0.4750225,70.1401111557362
0.87235,4.778186E-10,0.4778186,70.5529732092232
0.87325,4.805094E-10,0.4805094,70.9502870440371
0.87416,4.832929E-10,0.4832929,71.3612886269136
0.87507,4.766205E-10,0.4766205,70.3760660791911
0.87598,4.843607E-10,0.4843607,71.5189561283311
0.87689,4.821879E-10,0.4821879,71.1981283075033
0.8778,4.792179E-10,0.4792179,70.7595888064638
0.8787,4.883401E-10,0.4883401,72.106539997165
0.87961,4.906973E-10,0.4906973,72.4545956577207
0.88052,4.961179E-10,0.4961179,73.2549819268569
0.88143,4.984483E-10,0.4984483,73.5990803959554
0.88234,4.915734E-10,0.4915734,72.5839574277074
0.88325,4.977851E-10,0.4977851,73.5011546730297
0.88416,4.983616E-10,0.4983616,73.5862785862786
0.88506,5.030116E-10,0.5030116,74.2728808353808
0.88597,5.087941E-10,0.5087941,75.126703954829
0.88688,5.078982E-10,0.5078982,74.9944185881686
0.88779,5.043899E-10,0.5043899,74.4763956482707
0.8887,5.105067E-10,0.5105067,75.3795803014553
0.88961,5.186612E-10,0.5186612,76.5836443961444
0.89051,5.213679E-10,0.5213679,76.983305967681
0.89142,5.259091E-10,0.5259091,77.6538432007182
0.89233,5.254736E-10,0.5254736,77.5895388395388
0.89324,5.299416E-10,0.5299416,78.2492676242676
0.89415,5.267627E-10,0.5267627,77.7798827017577
0.89506,5.398799E-10,0.5398799,79.7167212010962
0.89597,5.386239E-10,0.5386239,79.5312647656398
0.89687,5.414124E-10,0.5414124,79.9430046305046
0.89778,5.482031E-10,0.5482031,80.9456949300699
0.89869,5.50672E-10,0.550672,81.3102438102438
0.8996,5.500235E-10,0.5500235,81.2144886363636
0.90051,5.593926E-10,0.5593926,82.5978961916462
0.90142,5.635947E-10,0.5635947,83.2183631402381
0.90232,5.746765E-10,0.5746765,84.8546618077868
0.90323,5.739346E-10,0.5739346,84.7451155263655
0.90414,5.803195E-10,0.5803195,85.6878868597619
0.90505,5.881223E-10,0.5881223,86.8400201993952
0.90596,6.013643E-10,0.6013643,88.7952862171612
0.90687,6.081506E-10,0.6081506,89.7973268285768
0.90778,6.095159E-10,0.6095159,89.9989221082971
0.90868,6.174504E-10,0.6174504,91.1705017955018
0.90959,6.300336E-10,0.6300336,93.0284917784918
0.9105,6.417215E-10,0.6417215,94.75428498866
0.91141,6.494644E-10,0.6494644,95.8975737100737
0.91232,6.595329E-10,0.6595329,97.3842521498771
0.91322,6.71225E-10,0.671225,99.1106655169155
0.91413,6.849527E-10,0.6849527,101.137648247023
0.91504,7.018829E-10,0.7018829,103.637500590626
0.91595,7.195568E-10,0.7195568,106.247164997165
0.91686,7.367714E-10,0.7367714,108.789010820261
0.91777,7.569047E-10,0.7569047,111.761821371196
0.91868,7.763491E-10,0.7763491,114.632911429786
0.91958,8.007881E-10,0.8007881,118.241486132111
0.92049,8.2383E-10,0.82383,121.64377008127
0.9214,8.57855E-10,0.857855,126.667779011529
0.92231,8.945964E-10,0.8945964,132.092881780382
0.92322,9.303169E-10,0.9303169,137.367242132867
0.92413,9.638459E-10,0.9638459,142.318013489889
0.92503,1.007242E-9,1.007242,148.725725288225
0.92594,1.069713E-9,1.069713,157.949968106218
0.92684,1.144704E-9,1.144704,169.022869022869
0.92775,1.256254E-9,1.256254,185.49394018144
0.92866,1.388574E-9,1.388574,205.031834719335
0.92956,1.561422E-9,1.561422,230.553947741448
0.93047,1.72755E-9,1.72755,255.08380977131
0.93137,1.910114E-9,1.910114,282.040552353052
0.93228,2.104378E-9,2.104378,310.724874787375
0.93319,2.264009E-9,2.264009,334.295413201663
0.93409,2.433182E-9,2.433182,359.274888962389
0.935,2.571572E-9,2.571572,379.709057834058
0.9359,2.682459E-9,2.682459,396.082232800983
0.93681,2.793805E-9,2.793805,412.523182054432
0.93772,2.87254E-9,2.87254,424.148908523909
0.93862,2.947627E-9,2.947627,435.235984454734
0.93953,3.025134E-9,3.025134,446.680388867889
0.94043,3.064226E-9,3.064226,452.452572765073
0.94134,3.100771E-9,3.100771,457.848675817426
0.94225,3.155318E-9,3.155318,465.902889340389
0.94315,3.206643E-9,3.206643,473.481353950104
0.94406,3.221937E-9,3.221937,475.739610895861
0.94496,3.258453E-9,3.258453,481.131431912682
0.94587,3.302047E-9,3.302047,487.568364912115
0.94677,3.340215E-9,3.340215,493.204114297864
0.94768,3.375099E-9,3.375099,498.35496007371
0.94859,3.389123E-9,3.389123,500.425693394443
0.94949,3.411883E-9,3.411883,503.786353005103
0.9504,3.455551E-9,3.455551,510.234212577963
0.9513,3.470308E-9,3.470308,512.413178038178
0.95221,3.47526E-9,3.47526,513.144372519373
0.95312,3.460504E-9,3.460504,510.965554715555
0.95402,3.474648E-9,3.474648,513.054006804007
0.95493,3.450495E-9,3.450495,509.487661831412
0.95583,3.440436E-9,3.440436,508.002386127386
0.95674,3.419375E-9,3.419375,504.892594736345
0.95765,3.416064E-9,3.416064,504.403704403704
0.95855,3.392371E-9,3.392371,500.905281374031
0.95946,3.356563E-9,3.356563,495.618001086751
0.96036,3.335077E-9,3.335077,492.445455726706
0.96127,3.32786E-9,3.32786,491.37981950482
0.96218,3.28329E-9,3.28329,484.798773861274
0.96308,3.273686E-9,3.273686,483.380681818182
0.96399,3.23803E-9,3.23803,478.115845303345
0.96489,3.219476E-9,3.219476,475.376228501229
0.9658,3.177737E-9,3.177737,469.213198119448
0.96671,3.159364E-9,3.159364,466.500307125307
0.96761,3.144124E-9,3.144124,464.250023625024
0.96852,3.135777E-9,3.135777,463.017535673786
0.96942,3.086222E-9,3.086222,455.700422887923
0.97033,3.080303E-9,3.080303,454.826444670195
0.97123,3.054934E-9,3.054934,451.08054951805
0.97214,3.051161E-9,3.051161,450.523441929692
0.97305,3.026587E-9,3.026587,446.894933613684
0.97395,3.008005E-9,3.008005,444.151182432432
0.97486,2.981827E-9,2.981827,440.285833254583
0.97576,2.956468E-9,2.956468,436.541414666415
0.97667,2.933164E-9,2.933164,433.10042997543
0.97758,2.928333E-9,2.928333,432.387101918352
0.97848,2.916839E-9,2.916839,430.689939283689
0.97939,2.892456E-9,2.892456,427.089633339633
0.98029,2.878263E-9,2.878263,424.993946087696
0.9812,2.858226E-9,2.858226,422.035354847855
0.98211,2.854089E-9,2.854089,421.42450033075
0.98301,2.834248E-9,2.834248,418.49484974485
0.98392,2.815919E-9,2.815919,415.788455632206
0.98482,2.807311E-9,2.807311,414.517429361179
0.98573,2.799139E-9,2.799139,413.310781279531
0.98664,2.77653E-9,2.77653,409.972417784918
0.98754,2.777056E-9,2.777056,410.050085050085
0.98845,2.750441E-9,2.750441,406.12021002646
0.98935,2.751843E-9,2.751843,406.327224295974
0.99026,2.731175E-9,2.731175,403.275461869212
0.99117,2.742448E-9,2.742448,404.939992439992
0.99207,2.708695E-9,2.708695,399.956146049896
0.99298,2.707679E-9,2.707679,399.806127149877
0.99388,2.69437E-9,2.69437,397.840968153468
0.99479,2.681767E-9,2.681767,395.980054573805
0.99569,2.685476E-9,2.685476,396.527712152712
0.9966,2.67065E-9,2.67065,394.338558401058
0.99751,2.664504E-9,2.664504,393.431062181062
0.99841,2.654903E-9,2.654903,392.013413107163
0.99932,2.647189E-9,2.647189,390.874391655642
1.00022,2.648247E-9,2.648247,391.030612124362
1.00113,2.633362E-9,2.633362,388.832746645247
1.00204,2.6224E-9,2.6224,387.214137214137
1.00294,2.6303E-9,2.6303,388.380622755623
1.00385,2.616457E-9,2.616457,386.336615242865
1.00476,2.608792E-9,2.608792,385.204828954829
1.00566,2.604639E-9,2.604639,384.591611935362
1.00657,2.599003E-9,2.599003,383.759420478171
1.00747,2.603699E-9,2.603699,384.452814921565
1.00838,2.591146E-9,2.591146,382.599284161784
1.00928,2.598918E-9,2.598918,383.74686968437
1.01019,2.586212E-9,2.586212,381.870747495748
1.0111,2.589701E-9,2.589701,382.385920667171
1.012,2.580794E-9,2.580794,381.070745133245
1.01291,2.592933E-9,2.592933,382.863146144396
1.01382,2.574707E-9,2.574707,380.171960640711
1.01472,2.566174E-9,2.566174,378.912008599509
1.01563,2.577246E-9,2.577246,380.54686023436
1.01653,2.559716E-9,2.559716,377.958443583444
1.01744,2.559895E-9,2.559895,377.984874078624
1.01835,2.561566E-9,2.561566,378.231607919108
1.01925,2.551276E-9,2.551276,376.712223587224
1.02016,2.552905E-9,2.552905,376.952755859006
1.02106,2.546445E-9,2.546445,375.998895530146
1.02197,2.569766E-9,2.569766,379.44239037989
1.02288,2.568701E-9,2.568701,379.285136316386
1.02378,2.557478E-9,2.557478,377.627988565489
