E,I,j
V,uA,uA cm-2
0.53493,1.3864,3.6029106029106
0.53525,0.6454,1.67723492723493
0.53647,1.6441,4.27260914760915
0.53667,1.8374,4.77494802494803
0.53828,1.2897,3.35161122661123
0.53912,1.483,3.8539501039501
0.54047,1.773,4.60758835758836
0.54073,1.2253,3.18425155925156
0.54189,1.2253,3.18425155925156
0.54311,1.6119,4.18892931392931
0.54356,1.483,3.8539501039501
0.54492,1.773,4.60758835758836
0.54537,0.4521,1.17489604989605
0.54711,1.3542,3.51923076923077
0.54814,1.1609,3.01689189189189
0.54859,1.4508,3.77027027027027
0.54911,1.0642,2.76559251559252
0.55046,1.0642,2.76559251559252
0.55117,1.4186,3.68659043659044
0.55239,2.0307,5.2772869022869
0.5542,1.5475,4.02156964656965
0.55426,1.1609,3.01689189189189
0.55497,1.2575,3.26793139293139
0.55613,1.2575,3.26793139293139
0.5571,1.2897,3.35161122661123
0.55755,2.1918,5.69594594594595
0.55864,1.9985,5.19360706860707
0.55935,0.96757,2.51447505197505
0.5609,1.6441,4.27260914760915
0.56161,2.2563,5.86356548856549
0.56238,1.5475,4.02156964656965
0.56373,1.9341,5.0262474012474
0.56399,2.1274,5.52858627858628
0.56541,1.773,4.60758835758836
0.56573,1.9341,5.0262474012474
0.56715,2.0952,5.44490644490645
0.56837,2.0307,5.2772869022869
0.5685,1.5797,4.10524948024948
0.57011,2.1918,5.69594594594595
0.57031,1.2253,3.18425155925156
0.57211,1.9985,5.19360706860707
0.5725,2.0307,5.2772869022869
0.5734,2.9328,7.62162162162162
0.57443,1.6763,4.35628898128898
0.57514,2.2563,5.86356548856549
0.57572,1.5153,3.93788981288981
0.57759,2.2563,5.86356548856549
0.57753,1.4186,3.68659043659044
0.57888,1.6441,4.27260914760915
0.57972,1.5797,4.10524948024948
0.5803,1.9663,5.10992723492723
0.58204,2.1918,5.69594594594595
0.58223,1.9341,5.0262474012474
0.58371,2.1274,5.52858627858628
0.58423,2.514,6.53326403326403
0.58532,1.7408,4.52390852390852
0.58668,2.4496,6.36590436590437
0.58764,2.7073,7.03560291060291
0.58835,2.3851,6.19828482328482
0.58932,2.2885,5.94724532224532
0.58964,1.7408,4.52390852390852
0.59106,2.0307,5.2772869022869
0.59215,2.3851,6.19828482328482
0.59319,2.7717,7.20296257796258
0.59402,2.3529,6.11460498960499
0.59486,1.6119,4.18892931392931
0.59557,2.0952,5.44490644490645
0.59634,2.1918,5.69594594594595
0.59699,2.1596,5.61226611226611
0.59763,2.6106,6.78430353430353
0.59924,2.4496,6.36590436590437
0.59982,3.0295,7.872920997921
0.60086,2.8684,7.45426195426195
0.60189,2.8039,7.28664241164241
0.6035,2.9006,7.53794178794179
0.60285,1.9663,5.10992723492723
0.60537,2.8684,7.45426195426195
0.60588,2.6429,6.86824324324324
0.60666,3.0939,8.04028066528067
0.60711,2.7073,7.03560291060291
0.60833,2.9328,7.62162162162162
0.60943,3.1583,8.20764033264033
0.61007,2.0952,5.44490644490645
0.61104,3.1905,8.29132016632017
0.61233,2.9328,7.62162162162162
0.61297,2.2563,5.86356548856549
0.61381,3.2872,8.54261954261954
0.61445,2.6106,6.78430353430353
0.61561,3.3516,8.70997920997921
0.61748,3.6416,9.46361746361746
0.61716,3.0295,7.872920997921
0.618,2.7073,7.03560291060291
0.61935,3.2228,8.37525987525988
0.62096,3.5127,9.12863825363825
0.62219,3.706,9.63097713097713
0.62199,3.8027,9.88227650727651
0.62264,3.4805,9.04495841995842
0.62451,3.6738,9.5472972972973
0.62464,3.2228,8.37525987525988
0.62612,3.996,10.3846153846154
0.62663,2.8684,7.45426195426195
0.62702,3.1583,8.20764033264033
0.62921,3.2228,8.37525987525988
0.62921,2.9972,7.78898128898129
0.63076,3.8993,10.133316008316
0.63166,3.0295,7.872920997921
0.63269,3.9638,10.3009355509356
0.63327,3.706,9.63097713097713
0.63398,3.0617,7.95660083160083
0.63578,3.8027,9.88227650727651
0.63636,3.2872,8.54261954261954
0.63611,3.7382,9.71465696465697
0.6383,3.6416,9.46361746361746
0.63907,3.6738,9.5472972972973
0.64023,4.3181,11.2216735966736
0.64075,3.8993,10.133316008316
0.64158,3.996,10.3846153846154
0.64229,3.9315,10.2169958419958
0.64242,3.6738,9.5472972972973
0.64494,4.5759,11.891632016632
0.64506,3.6738,9.5472972972973
0.64603,4.4792,11.6403326403326
0.64603,3.706,9.63097713097713
0.64764,3.4805,9.04495841995842
0.649,4.5437,11.8079521829522
0.65074,4.5115,11.7242723492723
0.65132,4.5115,11.7242723492723
0.65209,4.2859,11.1379937629938
0.65222,3.6416,9.46361746361746
0.65357,4.6081,11.9753118503119
0.65492,4.8981,12.7289501039501
0.6546,4.447,11.5566528066528
0.65641,4.9625,12.8963097713098
0.65673,4.2215,10.9706340956341
0.65866,5.7035,14.8219854469854
0.65924,5.3169,13.8173076923077
0.65956,4.5115,11.7242723492723
0.66053,4.3181,11.2216735966736
0.66143,4.0282,10.4682952182952
0.66246,4.2537,11.0543139293139
0.66369,4.3504,11.3056133056133
0.66408,4.6403,12.0589916839917
0.66607,5.2202,13.5660083160083
0.6662,5.0914,13.231288981289
0.66749,4.9947,12.9799896049896
0.66917,5.5102,14.3196465696466
0.66852,5.478,14.2359667359667
0.67052,5.8324,15.1569646569647
0.67136,5.188,13.4823284823285
0.67213,5.8001,15.0730249480249
0.67348,6.1223,15.910343035343
0.67303,4.447,11.5566528066528
0.67432,5.6713,14.7383056133056
0.67593,5.8968,15.3243243243243
0.67664,5.0269,13.0636694386694
0.678,5.8646,15.2406444906445
0.678,5.188,13.4823284823285
0.67916,5.2202,13.5660083160083
0.6807,5.8968,15.3243243243243
0.68077,4.8658,12.6450103950104
0.68238,5.639,14.6543659043659
0.68283,5.929,15.4080041580042
0.6836,5.3491,13.9009875259875
0.68463,5.3813,13.9846673596674
0.68528,5.6068,14.5706860706861
0.6874,6.7022,17.4173596673597
0.68734,5.7357,14.9056652806653
0.68844,6.0257,15.6593035343035
0.68947,5.6068,14.5706860706861
0.69005,5.3169,13.8173076923077
0.69134,6.1545,15.9940228690229
0.69211,5.5102,14.3196465696466
0.69346,5.7679,14.9893451143451
0.69359,5.6068,14.5706860706861
0.69527,5.3813,13.9846673596674
0.69656,5.639,14.6543659043659
0.69726,6.4767,16.831340956341
0.69772,5.9612,15.491683991684
0.69855,6.2834,16.3290020790021
0.69991,6.3156,16.4126819126819
0.70107,6.219,16.1616424116424
0.70197,6.5411,16.9987006237006
0.70255,6.5089,16.9150207900208
0.70306,5.8968,15.3243243243243
0.70403,6.1545,15.9940228690229
0.70526,6.8311,17.7523388773389
0.70584,5.7357,14.9056652806653
0.70693,6.1545,15.9940228690229
0.70828,6.219,16.1616424116424
0.70841,5.8646,15.2406444906445
0.70951,6.4767,16.831340956341
0.71099,6.6378,17.25
0.71176,6.5411,16.9987006237006
0.71325,6.5733,17.0823804573805
0.7128,6.5089,16.9150207900208
0.71441,6.8311,17.7523388773389
0.71531,6.67,17.3336798336798
0.7155,5.6713,14.7383056133056
0.71711,7.3788,19.1756756756757
0.71737,6.2834,16.3290020790021
0.71905,6.67,17.3336798336798
0.72014,6.7022,17.4173596673597
0.72092,6.4767,16.831340956341
0.7224,6.67,17.3336798336798
0.72163,5.8968,15.3243243243243
0.72298,6.0579,15.7429833679834
0.72472,6.7666,17.5847193347193
0.7242,6.1223,15.910343035343
0.72627,6.219,16.1616424116424
0.7262,6.4123,16.6639812889813
0.72749,6.3156,16.4126819126819
0.72936,6.5411,16.9987006237006
0.72968,6.6056,17.1663201663202
0.73149,6.0579,15.7429833679834
0.73129,5.7357,14.9056652806653
0.73252,5.9934,15.5753638253638
0.73368,6.67,17.3336798336798
0.73439,6.6378,17.25
0.73529,7.2821,18.9243762993763
0.73645,5.929,15.4080041580042
0.73754,6.6056,17.1663201663202
0.73877,6.4767,16.831340956341
0.7389,6.67,17.3336798336798
0.74122,6.9922,18.1709979209979
0.74051,6.8311,17.7523388773389
0.74193,6.38,16.5800415800416
0.74276,5.9612,15.491683991684
0.74373,5.929,15.4080041580042
0.74515,7.1533,18.589656964657
0.7456,6.6056,17.1663201663202
0.74689,6.3156,16.4126819126819
0.74747,6.3478,16.4963617463618
0.74882,6.7344,17.5010395010395
0.74914,6.1545,15.9940228690229
0.75121,6.9277,18.0033783783784
0.75146,6.7666,17.5847193347193
0.75243,6.4767,16.831340956341
0.75301,6.0901,15.8266632016632
0.75481,6.4767,16.831340956341
0.75533,6.7022,17.4173596673597
0.75514,6.3478,16.4963617463618
0.75739,6.5089,16.9150207900208
0.75707,6.1867,16.0777027027027
0.7581,6.1545,15.9940228690229
0.75945,6.2834,16.3290020790021
0.76074,6.4123,16.6639812889813
0.76107,6.8955,17.9196985446985
0.76242,6.3156,16.4126819126819
0.76364,5.9934,15.5753638253638
0.76429,6.219,16.1616424116424
0.76493,6.38,16.5800415800416
0.76583,6.8311,17.7523388773389
